#ϣⲁⲉⲛⲉϩ	ADV	ϣⲁⲉⲛⲉϩ
#ϯⲧⲟⲟⲧ	V	ϯⲧⲟⲟⲧ
#ϯⲧⲟⲟⲧⲟⲩ	V	ϯⲧⲟⲟⲧ
#ⲕⲁⲁⲧ	VSTAT	ⲕⲁⲁⲧ
#ⲕⲉⲟⲩⲁ	N	ⲕⲉⲟⲩⲁ
#ⲙⲁⲙⲡⲱⲧ	N	ⲙⲁⲙⲡⲱⲧ
#ⲙⲁⲛϣⲉⲗⲉⲉⲧ	N	ⲙⲁⲛϣⲉⲗⲉⲉⲧ
#ⲙⲁⲛϣⲓⲛⲉ	N	ⲙⲁⲛϣⲓⲛⲉ
#ⲙⲁⲛϣⲱⲡⲉ	N	ⲙⲁⲛϣⲱⲡⲉ
#ⲙⲁⲛϩⲁⲣⲉϩ	N	ⲙⲁⲛϩⲁⲣⲉϩ
#ⲙⲁⲛϩⲱⲧⲡ	N	ⲙⲁⲛϩⲱⲧⲡ
#ⲙⲁⲛϫⲁⲓⲉ	N	ⲙⲁⲛϫⲁⲓⲉ
#ⲙⲁⲛⲉⲗⲟⲟⲗⲉ	N	ⲙⲁⲛⲉⲗⲟⲟⲗⲉ
#ⲙⲁⲛⲕⲟⲧⲕ	N	ⲙⲁⲛⲕⲟⲧⲕ
#ⲙⲁⲛⲙⲧⲟⲛ	N	ⲙⲁⲛⲙⲧⲟⲛ
#ⲙⲁⲛⲛⲁ	N	ⲙⲁⲛⲛⲁ
#ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ	N	ⲙⲁⲛⲛⲉⲓⲇⲱⲗⲟⲛ
#ⲙⲁⲛⲟⲩⲱϩ	N	ⲙⲁⲛⲟⲩⲱϩ
#ⲙⲁⲛⲟⲩⲱⲙ	N	ⲙⲁⲛⲟⲩⲱⲙ
#ⲣϩⲛⲁ	V	ⲣϩⲛⲁ
#ⲣϩⲛⲏ	V	ⲣϩⲛⲏ
ⲥⲓϣϥ	N	ⲥⲓϣϥ
ⲥⲓϣⲉ	N	ⲥⲓϣⲉ
ⲥⲓϥⲉ	N	ⲥⲓϥⲉ
ⲥⲓϩⲉ	V	ⲥⲓϩⲉ
ⲥⲓϩⲡⲉ	N	ⲥⲓϩⲡⲉ
ⲥⲓⲃⲧ	N	ⲥⲓⲃⲧ
ⲥⲓⲅⲏ	N	ⲥⲓⲅⲏ
ⲥⲓⲅⲛⲟⲛ	N	ⲥⲓⲅⲛⲟⲛ
ⲥⲓⲅⲛⲟⲩⲫⲩⲗⲁⲝ	N	ⲥⲓⲅⲛⲟⲩⲫⲩⲗⲁⲝ
ⲥⲓⲇⲱⲛ	NPROP	ⲥⲓⲇⲱⲛ
ⲥⲓⲕⲉ	N	ⲥⲓⲕⲉ
ⲥⲓⲕⲏϩⲉ	V	ⲥⲓⲕⲏϩⲉ
ⲥⲓⲕⲓⲙⲁ	NPROP	ⲥⲓⲕⲓⲙⲁ
ⲥⲓⲗⲁⲥ	NPROP	ⲥⲓⲗⲁⲥ
ⲥⲓⲗⲉϥⲉ	N	ⲥⲓⲣⲉϥⲉ
ⲥⲓⲗⲓⲕⲟⲩ	N	ⲥⲓⲗⲓⲕⲟⲩ
ⲥⲓⲙⲟⲩⲥ	N	ⲥⲓⲙⲟⲩⲥ
ⲥⲓⲙⲥⲓⲙ	N	ⲥⲓⲙⲥⲓⲙ
ⲥⲓⲙⲱⲛ	NPROP	ⲥⲓⲙⲱⲛ
ⲥⲓⲙⲱⲛⲓⲁⲛⲟⲥ	N	ⲥⲓⲙⲱⲛⲓⲁⲛⲟⲥ
ⲥⲓⲛⲁ	NPROP	ⲥⲓⲛⲁ
ⲥⲓⲛⲁⲡⲛ	N	ⲥⲓⲛⲁⲡⲛ
ⲥⲓⲛⲃⲗϫⲉ	NPROP	ⲥⲓⲛⲃⲗϫⲉ
ⲥⲓⲛⲇⲱⲛ	N	ⲥⲓⲛⲇⲱⲛ
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ	N	ⲥⲓⲛⲇⲱⲛⲓⲟⲛ
ⲥⲓⲛⲉ	N	ⲥⲓⲛⲉ
ⲥⲓⲛⲉ	V	ⲥⲓⲛⲉ
ⲥⲓⲛⲟⲩⲑⲓⲟⲥ	NPROP	ⲥⲓⲛⲟⲩⲑⲓⲟⲥ
ⲥⲓⲛⲟⲩⲑⲓⲟⲩ	NPROP	ⲥⲓⲛⲟⲩⲑⲓⲟⲩ
ⲥⲓⲛⲟⲩⲥⲓⲁ	N	ⲥⲓⲛⲟⲩⲥⲓⲁ
ⲥⲓⲟⲟⲩⲛ	N	ⲥⲓⲟⲟⲩⲛ
ⲥⲓⲟⲟⲩⲛⲉ	N	ⲥⲓⲟⲟⲩⲛⲉ
ⲥⲓⲟⲟⲩⲧ	NPROP	ⲥⲓⲟⲟⲩⲧ
ⲥⲓⲟⲩ	N	ⲥⲓⲟⲩ
ⲥⲓⲟⲩⲣ	N	ⲥⲓⲟⲩⲣ
ⲥⲓⲟⲩⲥⲓⲟⲩ	N	ⲥⲓⲟⲩⲥⲓⲟⲩ
ⲥⲓⲡⲡⲓⲟⲛ	N	ⲥⲓⲡⲡⲓⲟⲛ
ⲥⲓⲣⲉϥⲉ	N	ⲥⲓⲣⲉϥⲉ
ⲥⲓⲥⲁⲣⲁ	NPROP	ⲥⲓⲥⲁⲣⲁ
ⲥⲓⲥⲉ	N	ⲥⲓⲥⲉ
ⲥⲓⲥⲙⲏ	N	ⲥⲓⲥⲙⲏ
ⲥⲓⲥⲙⲟⲥ	N	ⲥⲓⲥⲙⲟⲥ
ⲥⲓⲧⲉ	NUM	ⲥⲓⲧⲉ
ⲥⲓⲭⲁⲛⲉ	V	ⲥⲓⲭⲁⲛⲉ
ⲥⲓⲭⲁⲛⲉⲥⲑⲁⲓ	V	ⲥⲓⲭⲁⲛⲉⲥⲑⲁⲓ
ⲥⲓⲱⲛ	NPROP	ⲥⲓⲱⲛ
ⲥⲕⲁⲓ	N	ⲥⲕⲁⲓ
ⲥⲕⲁⲓ	V	ⲥⲕⲁⲓ
ⲥⲕⲁⲗⲁ	N	ⲥⲕⲁⲗⲁ
ⲥⲕⲁⲙⲟⲩⲗⲓⲁⲥ	N	ⲥⲕⲁⲙⲟⲩⲗⲓⲁⲥ
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ	V	ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ
ⲥⲕⲁⲛⲇⲁⲗⲓⲥⲍⲉⲥⲑⲉ	V	ⲥⲕⲁⲛⲇⲁⲗⲓⲥⲍⲉⲥⲑⲉ
ⲥⲕⲁⲛⲇⲁⲗⲟⲛ	N	ⲥⲕⲁⲛⲇⲁⲗⲟⲛ
ⲥⲕⲁⲛⲇⲁⲗⲟⲥ	N	ⲥⲕⲁⲛⲇⲁⲗⲟⲥ
ⲥⲕⲁⲡ	N	ⲥⲕⲁⲡ
ⲥⲕⲁⲣⲁⲕⲓⲣ	N	ⲥⲕⲁⲣⲁⲕⲓⲣ
ⲥⲕⲁⲣⲧⲱⲛ	N	ⲥⲕⲁⲣⲧⲱⲛ
ⲥⲕⲁⲫⲏ	N	ⲥⲕⲁⲫⲏ
ⲥⲕⲁⲫⲟⲥ	N	ⲥⲕⲁⲫⲟⲥ
ⲥⲕⲉⲛⲏ	N	ⲥⲕⲉⲛⲏ
ⲥⲕⲉⲛⲱⲛ	N	ⲥⲕⲉⲛⲱⲛ
ⲥⲕⲉⲡⲁⲍⲉ	V	ⲥⲕⲉⲡⲁⲍⲉ
ⲥⲕⲉⲡⲁⲥⲧⲏⲥ	N	ⲥⲕⲉⲡⲁⲥⲧⲏⲥ
ⲥⲕⲉⲡⲉ	N	ⲥⲕⲉⲡⲉ
ⲥⲕⲉⲡⲓ	N	ⲥⲕⲉⲡⲓ
ⲥⲕⲉⲡⲧⲉ	V	ⲥⲕⲉⲡⲧⲉ
ⲥⲕⲉⲡⲧⲉⲓ	V	ⲥⲕⲉⲡⲧⲉⲓ
ⲥⲕⲉⲡⲧⲓⲛ	V	ⲥⲕⲉⲡⲧⲓⲛ
ⲥⲕⲉⲡⲧⲓⲥⲑⲁⲓ	V	ⲥⲕⲉⲡⲧⲓⲥⲑⲁⲓ
ⲥⲕⲉⲡⲧⲱⲣ	N	ⲥⲕⲉⲡⲧⲱⲣ
ⲥⲕⲉⲡⲱⲗⲁⲧⲱⲣ	N	ⲥⲕⲉⲡⲱⲗⲁⲧⲱⲣ
ⲥⲕⲉⲣⲕⲱⲣ	V	ⲥⲕⲟⲣⲕⲣ
ⲥⲕⲉⲣⲕⲱⲣⲉ	V	ⲥⲕⲟⲣⲕⲣ
ⲥⲕⲉⲩⲁⲍⲉ	V	ⲥⲕⲉⲩⲁⲍⲉ
ⲥⲕⲉⲩⲉ	N	ⲥⲕⲉⲩⲟⲥ
ⲥⲕⲉⲩⲏ	N	ⲥⲕⲉⲩⲏ
ⲥⲕⲉⲩⲟⲥ	N	ⲥⲕⲉⲩⲟⲥ
ⲥⲕⲉⲯⲓⲥ	N	ⲥⲕⲉⲯⲓⲥ
ⲥⲕⲏⲇⲁⲗⲏ	N	ⲥⲕⲏⲇⲁⲗⲏ
ⲥⲕⲏⲛⲏ	N	ⲥⲕⲏⲛⲏ
ⲥⲕⲏⲛⲟⲡⲏⲅⲓⲁ	N	ⲥⲕⲏⲛⲟⲡⲏⲅⲓⲁ
ⲥⲕⲏⲡⲏ	N	ⲥⲕⲏⲡⲏ
ⲥⲕⲓⲃⲩⲧⲱⲣ	N	ⲥⲕⲓⲃⲩⲧⲱⲣ
ⲥⲕⲓⲗⲗⲁ	N	ⲥⲕⲓⲗⲗⲁ
ⲥⲕⲓⲙ	N	ⲥⲕⲓⲙ
ⲥⲕⲓⲣⲧⲁ	V	ⲥⲕⲓⲣⲧⲁ
ⲥⲕⲗⲁⲇⲟⲥ	N	ⲥⲕⲗⲁⲇⲟⲥ
ⲥⲕⲗⲏⲣⲓⲁ	N	ⲥⲕⲗⲏⲣⲓⲁ
ⲥⲕⲙⲕⲓⲙ	N	ⲥⲕⲙⲕⲓⲙ
ⲥⲕⲛⲟⲩϩ	N	ⲥⲕⲛⲟⲩϩ
ⲥⲕⲟⲡⲟⲥ	N	ⲥⲕⲟⲡⲟⲥ
ⲥⲕⲟⲣⲉⲁ	N	ⲥⲕⲟⲣⲉⲁ
ⲥⲕⲟⲣⲕⲉⲣ	V	ⲥⲕⲟⲣⲕⲉⲣ
ⲥⲕⲟⲣⲕⲣ	V	ⲥⲕⲟⲣⲕⲣ
ⲥⲕⲟⲩⲣⲕⲟⲩⲣ	N	ⲥⲕⲟⲩⲣⲕⲟⲩⲣ
ⲥⲕⲣⲕⲣ	V	ⲥⲕⲟⲣⲕⲣ
ⲥⲕⲣⲱⲫⲁ	N	ⲥⲕⲣⲱⲫⲁ
ⲥⲕⲩⲑⲏⲥ	N	ⲥⲕⲩⲑⲏⲥ
ⲥⲕⲩⲗⲗⲉⲓ	V	ⲥⲕⲩⲗⲗⲉⲓ
ⲥⲕⲩⲗⲙⲟⲥ	N	ⲥⲕⲩⲗⲙⲟⲥ
ⲥⲕⲩⲛⲏ	N	ⲥⲕⲩⲛⲏ
ⲥⲕⲩⲛⲱⲙⲁ	N	ⲥⲕⲩⲛⲱⲙⲁ
ⲥⲕⲩⲡⲁⲍⲉ	V	ⲥⲕⲩⲡⲁⲍⲉ
ⲥⲗϩⲟ	N	ⲥⲗϩⲟ
ⲥⲗⲁⲁⲧⲉ	V	ⲥⲗⲁⲁⲧⲉ
ⲥⲗⲉⲡⲗⲓⲡ	N	ⲥⲗⲉⲡⲗⲓⲡ
ⲥⲗⲟϭⲗϭ	N	ⲥⲗⲟϭⲗϭ
ⲥⲗⲟϭⲗϭ	V	ⲥⲗⲟϭⲗϭ
ⲥⲗⲟⲡⲗⲉⲡ	V	ⲥⲗⲟⲡⲗⲉⲡ
ⲥⲗⲡ	V	ⲥⲗⲡ
ⲥⲗⲡⲉ	N	ⲥⲗⲡⲉ
ⲥⲗⲥⲗ	V	ⲥⲟⲗⲥⲉⲗ
ⲥⲗⲥⲱⲗ	V	ⲥⲟⲗⲥⲗ
ⲥⲙ	V	ⲥⲙ
ⲥⲙⲁϩ	N	ⲥⲙⲁϩ
ⲥⲙⲁⲙⲁⲁⲧ	VSTAT	ⲥⲙⲟⲩ
ⲥⲙⲁⲣⲁⲅⲇⲟⲥ	N	ⲥⲙⲁⲣⲁⲅⲇⲟⲥ
ⲥⲙⲁⲥ	N	ⲥⲙⲁⲥ
ⲥⲙⲁⲧⲁⲁⲁ	V	ⲥⲙⲁⲧⲁⲁⲁ
ⲥⲙⲁⲩ	N	ⲥⲙⲁⲩ
ⲥⲙⲉⲗⲓⲛ	N	ⲥⲙⲉⲗⲓⲛ
ⲥⲙⲉⲛⲥⲉⲛⲧⲉ	V	ⲥⲙⲉⲛⲥⲉⲛⲧⲉ
ⲥⲙⲉⲛⲥⲛⲧⲉ	V	ⲥⲙⲉⲛⲥⲛⲧⲉ
ⲥⲙⲏ	N	ⲥⲙⲏ
ⲥⲙⲓϫ	N	ⲥⲙⲓϫ
ⲥⲙⲓⲗⲁⲝ	N	ⲥⲙⲓⲗⲁⲝ
ⲥⲙⲓⲛⲉ	V	ⲥⲙⲓⲛⲉ
ⲥⲙⲙⲉ	N	ⲥⲙⲙⲉ
ⲥⲙⲙⲉ	V	ⲥⲙⲙⲉ
ⲥⲙⲛ	V	ⲥⲙⲓⲛⲉ
ⲥⲙⲛⲛⲟⲙⲟⲥ	V	ⲥⲙⲛⲛⲟⲙⲟⲥ
ⲥⲙⲛⲟⲛ	N	ⲥⲙⲓⲛⲉ
ⲥⲙⲛⲥⲉⲛⲧⲉ	V	ⲥⲙⲛⲥⲉⲛⲧⲉ
ⲥⲙⲛⲧ	V	ⲥⲙⲓⲛⲉ
ⲥⲙⲛⲧϥ	V	ⲥⲙⲓⲛⲉ
ⲥⲙⲟⲛⲧ	VSTAT	ⲥⲙⲓⲛⲉ
ⲥⲙⲟⲧ	N	ⲥⲙⲟⲧ
ⲥⲙⲟⲩ	N	ⲥⲙⲟⲩ
ⲥⲙⲟⲩ	V	ⲥⲙⲟⲩ
ⲥⲙⲟⲩⲛⲉ	N	ⲥⲙⲟⲩⲛⲉ
ⲥⲙⲩⲣⲛⲏⲥ	N	ⲥⲙⲩⲣⲛⲏⲥ
ⲥⲛⲁⲉⲓⲛ	V	ⲥⲛⲁⲉⲓⲛ
ⲥⲛⲁⲧ	V	ⲥⲛⲁⲧ
ⲥⲛⲁⲩ	NUM	ⲥⲛⲁⲩ
ⲥⲛⲁⲩϩ	N	ⲥⲛⲁⲩϩ
ⲥⲛⲏⲟⲩ	N	ⲥⲟⲛ
ⲥⲛⲏⲩ	N	ⲥⲟⲛ
ⲥⲛⲕⲟⲩ	N	ⲥⲛⲕⲟⲩ
ⲥⲛⲟϥ	N	ⲥⲛⲟϥ
ⲥⲛⲟⲟϥ	N	ⲥⲛⲟⲟϥ
ⲥⲛⲟⲟⲩⲥ	NUM	ⲥⲛⲟⲟⲩⲥ
ⲥⲛⲟⲟⲩⲥⲉ	NUM	ⲥⲛⲟⲟⲩⲥⲉ
ⲥⲛⲟⲩϥ	N	ⲥⲛⲟⲩϥ
ⲥⲛⲥⲛ	V	ⲥⲛⲥⲛ
ⲥⲛⲧ	V	ⲥⲱⲛⲧ
ⲥⲛⲧⲁⲍⲉ	V	ⲥⲛⲧⲁⲍⲉ
ⲥⲛⲧⲉ	N	ⲥⲛⲧⲉ
ⲥⲛⲧⲉ	NUM	ⲥⲛⲁⲩ
ⲥⲛⲧⲉ	NUM	ⲥⲛⲧⲉ
ⲥⲛⲱⲱϥ	N	ⲥⲛⲟϥ
ⲥⲟ	N	ⲥⲟ
ⲥⲟ	NUM	ⲥⲟ
ⲥⲟ	V	ⲥⲱ
ⲥⲟoⲩⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟοⲩⲛ	V	ⲥⲟοⲩⲛ
ⲥⲟϣ	V	ⲥⲱϣ
ⲥⲟϣϥ	V	ⲥⲟϣϥ
ⲥⲟϣϥ	VSTAT	ⲥⲱϣϥ
ⲥⲟϣⲕ	V	ⲥⲱϣ
ⲥⲟϣⲧ	N	ⲥⲁϣⲧ
ⲥⲟϩⲉ	N	ⲥⲟⲟϩⲉ
ⲥⲟϩⲉ	V	ⲥⲟϩⲉ
ⲥⲟϩⲉ	V	ⲥⲟⲟϩⲉ
ⲥⲟϭ	N	ⲥⲟϭ
ⲥⲟϭⲛ	N	ⲥⲟϭⲛ
ⲥⲟⲃϩ	VSTAT	ⲥⲱⲃϩ
ⲥⲟⲃⲕ	V	ⲥⲟⲃⲕ
ⲥⲟⲃⲛ	V	ⲥⲟⲃⲛ
ⲥⲟⲃⲧ	N	ⲥⲟⲃⲧ
ⲥⲟⲃⲧⲉ	N	ⲥⲟⲃⲧⲉ
ⲥⲟⲃⲧⲉ	V	ⲥⲟⲃⲧⲉ
ⲥⲟⲇⲟⲙⲁ	NPROP	ⲥⲟⲇⲟⲙⲁ
ⲥⲟⲇⲟⲙⲓⲧⲏⲥ	N	ⲥⲟⲇⲟⲙⲓⲧⲏⲥ
ⲥⲟⲉⲓ	N	ⲥⲟⲉⲓ
ⲥⲟⲉⲓϣ	N	ⲥⲟⲉⲓϣ
ⲥⲟⲉⲓϣ	V	ⲥⲟⲉⲓϣ
ⲥⲟⲉⲓϥ	N	ⲥⲟⲉⲓϥ
ⲥⲟⲉⲓⲧ	N	ⲥⲟⲉⲓⲧ
ⲥⲟⲓ	N	ⲥⲟⲓ
ⲥⲟⲕ	V	ⲥⲱⲕ
ⲥⲟⲕⲥⲉⲕ	N	ⲥⲟⲕⲥⲉⲕ
ⲥⲟⲕⲥⲉⲕ	V	ⲥⲟⲕⲥⲉⲕ
ⲥⲟⲗϥ	N	ⲥⲟⲗϥ
ⲥⲟⲗⲟⲙⲱⲛ	NPROP	ⲥⲟⲗⲟⲙⲱⲛ
ⲥⲟⲗⲥⲉⲗ	V	ⲥⲟⲗⲥⲉⲗ
ⲥⲟⲗⲥⲗ	N	ⲥⲟⲗⲥⲗ
ⲥⲟⲗⲥⲗ	V	ⲥⲟⲗⲥⲗ
ⲥⲟⲗⲱⲙⲱⲛ	NPROP	ⲥⲟⲗⲱⲙⲱⲛ
ⲥⲟⲙϩ	N	ⲥⲟⲙϩ
ⲥⲟⲙⲥ	V	ⲥⲟⲙⲥ
ⲥⲟⲛ	N	ⲥⲟⲛ
ⲥⲟⲛϩ	V	ⲥⲱⲛϩ
ⲥⲟⲛϩ	VSTAT	ⲥⲱⲛϩ
ⲥⲟⲛϩⲉ	V	ⲥⲱⲛϩ
ⲥⲟⲛⲉ	N	ⲥⲟⲟⲛⲉ
ⲥⲟⲛⲧ	V	ⲥⲱⲛⲧ
ⲥⲟⲛⲧⲉ	N	ⲥⲟⲛⲧⲉ
ⲥⲟⲟ	V	ⲥⲱ
ⲥⲟⲟϥ	VSTAT	ⲥⲱⲱϥ
ⲥⲟⲟϩⲉ	N	ⲥⲟⲟϩⲉ
ⲥⲟⲟϩⲉ	V	ⲥⲟⲟϩⲉ
ⲥⲟⲟϩⲉ	V	ⲥⲟⲟϩⲉ
ⲥⲟⲟⲛⲉ	N	ⲥⲟⲟⲛⲉ
ⲥⲟⲟⲛⲉ	N	ⲥⲟⲟⲛⲉ
ⲥⲟⲟⲧ	V	ⲥⲟⲧ
ⲥⲟⲟⲧⲉ	N	ⲥⲟⲟⲧⲉ
ⲥⲟⲟⲩ	N	ⲥⲟⲟⲩ
ⲥⲟⲟⲩ	NUM	ⲥⲟⲟⲩ
ⲥⲟⲟⲩϩ	N	ⲥⲱⲟⲩϩ
ⲥⲟⲟⲩϩ	V	ⲥⲱⲟⲩϩ
ⲥⲟⲟⲩϩ	VSTAT	ⲥⲱⲟⲩϩ
ⲥⲟⲟⲩϩⲉ	N	ⲥⲟⲟⲩϩⲉ
ⲥⲟⲟⲩϩⲉϩⲟⲩⲛ	VSTAT	ⲥⲟⲟⲩϩⲉϩⲟⲩⲛ
ⲥⲟⲟⲩϩⲛ	V	ⲥⲟⲟⲩϩⲛ
ⲥⲟⲟⲩϩⲥ	N	ⲥⲟⲟⲩϩⲥ
ⲥⲟⲟⲩⲉ	NUM	ⲥⲟ
ⲥⲟⲟⲩⲛ	N	ⲥⲟⲟⲩⲛ
ⲥⲟⲟⲩⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟⲟⲩⲛϣⲟ	N	ⲥⲟⲟⲩⲛϣⲟ
ⲥⲟⲟⲩⲧⲛ	N	ⲥⲟⲟⲩⲧⲛ
ⲥⲟⲟⲩⲧⲛ	V	ⲥⲟⲟⲩⲧⲛ
ⲥⲟⲡ	N	ⲥⲟⲡ
ⲥⲟⲡ[.]	N	ⲥⲟⲡ[.]
ⲥⲟⲡⲥ	N	ⲥⲟⲡⲥ
ⲥⲟⲡⲥ	N	ⲥⲟⲡⲥⲡ
ⲥⲟⲡⲥ	V	ⲥⲟⲡⲥ
ⲥⲟⲡⲥ	V	ⲥⲟⲡⲥⲡ
ⲥⲟⲡⲥⲡ	N	ⲥⲟⲡⲥⲡ
ⲥⲟⲡⲥⲡ	V	ⲥⲟⲡⲥⲡ
ⲥⲟⲣ	V	ⲥⲱⲣ
ⲥⲟⲣⲙ	N	ⲥⲟⲣⲙ
ⲥⲟⲣⲙ	V	ⲥⲱⲣⲙ
ⲥⲟⲣⲙⲉ	V	ⲥⲱⲣⲙ
ⲥⲟⲣⲙⲉⲥ	N	ⲥⲟⲣⲙⲉⲥ
ⲥⲟⲣⲡ	N	ⲥⲟⲣⲡ
ⲥⲟⲣⲥⲣ	V	ⲥⲟⲣⲥⲣ
ⲥⲟⲣⲧ	N	ⲥⲟⲣⲧ
ⲥⲟⲧ	V	ⲥⲱⲧ
ⲥⲟⲧϥ	VSTAT	ⲥⲱⲧϥ
ⲥⲟⲧⲃⲉϥ	N	ⲥⲟⲧⲃⲉϥ
ⲥⲟⲧⲉ	N	ⲥⲟⲟⲧⲉ
ⲥⲟⲧⲉ	N	ⲥⲟⲧⲉ
ⲥⲟⲧⲙ	V	ⲥⲱⲧⲙ
ⲥⲟⲧⲙϥ	V	ⲥⲱⲧⲙ
ⲥⲟⲧⲙⲉ	V	ⲥⲱⲧⲙ
ⲥⲟⲧⲙⲉϥ	V	ⲥⲱⲧⲙ
ⲥⲟⲧⲡ	V	ⲥⲱⲧⲡ
ⲥⲟⲧⲡ	VSTAT	ⲥⲱⲧⲡ
ⲥⲟⲩ	PPERO	ⲛⲧⲟⲟⲩ
ⲥⲟⲩϣⲙⲟⲩⲛ	NUM	ⲥⲟⲩϣⲙⲟⲩⲛ
ⲥⲟⲩϣⲙⲟⲩⲛ	NUM	ⲥⲟⲩϣⲙⲟⲩⲛ
ⲥⲟⲩϣⲟⲙⲛⲧ	NUM	ⲥⲟⲩϣⲟⲙⲛⲧ
ⲥⲟⲩϣⲟⲙⲛⲧ	NUM	ⲥⲟⲩϣⲟⲙⲛⲧ
ⲥⲟⲩϥⲧⲟⲟⲩ	NUM	ⲥⲟⲩϥⲧⲟⲟⲩ
ⲥⲟⲩϥⲧⲟⲟⲩ	NUM	ⲥⲟⲩϥⲧⲟⲟⲩ
ⲥⲟⲩϫⲟⲩⲧϣⲙⲏⲛ	NUM	ⲥⲟⲩϫⲟⲩⲧϣⲙⲏⲛ
ⲥⲟⲩϫⲟⲩⲧϣⲟⲙⲧⲉ	NUM	ⲥⲟⲩϫⲟⲩⲧϣⲟⲙⲧⲉ
ⲥⲟⲩϫⲟⲩⲧⲁϥⲧⲉ	NUM	ⲥⲟⲩϫⲟⲩⲧⲁϥⲧⲉ
ⲥⲟⲩϫⲟⲩⲧⲏ	NUM	ⲥⲟⲩϫⲟⲩⲧⲏ
ⲥⲟⲩϫⲟⲩⲧⲟⲩⲉ	NUM	ⲥⲟⲩϫⲟⲩⲧⲟⲩⲉ
ⲥⲟⲩϫⲟⲩⲧⲥⲁϣϥⲉ	NUM	ⲥⲟⲩϫⲟⲩⲧⲥⲁϣϥⲉ
ⲥⲟⲩϫⲟⲩⲧⲥⲛⲟⲟⲩⲛⲥ	NUM	ⲥⲟⲩϫⲟⲩⲧⲥⲛⲟⲟⲩⲛⲥ
ⲥⲟⲩϫⲟⲩⲧⲯⲓⲥ	NUM	ⲥⲟⲩϫⲟⲩⲧⲯⲓⲥ
ⲥⲟⲩϯⲟⲩ	NUM	ⲥⲟⲩϯⲟⲩ
ⲥⲟⲩϯⲟⲩ	NUM	ⲥⲟⲩϯⲟⲩ
ⲥⲟⲩⲁ	NUM	ⲥⲟⲩⲟⲩⲁ
ⲥⲟⲩⲁⲛ	NPROP	ⲥⲟⲩⲁⲛ
ⲥⲟⲩⲃ	NUM	ⲥⲟⲩⲥⲛⲁⲩ
ⲥⲟⲩⲅ	NUM	ⲥⲟⲩϣⲟⲙⲧ
ⲥⲟⲩⲇ	NUM	ⲥⲟⲩϥⲧⲟⲟⲩ
ⲥⲟⲩⲇⲁⲣⲓⲟⲛ	N	ⲥⲟⲩⲇⲁⲣⲓⲟⲛ
ⲥⲟⲩⲉⲗⲟⲩⲱⲗ	V	ⲥⲟⲩⲟⲗⲟⲩⲗ
ⲥⲟⲩⲉⲛ	V	ⲥⲟⲟⲩⲛ
ⲥⲟⲩⲉⲛⲧ	N	ⲥⲟⲩⲉⲛ
ⲥⲟⲩⲏⲛ	N	ⲥⲟⲩⲏⲛ
ⲥⲟⲩⲗⲟⲩⲱⲗ	V	ⲥⲟⲩⲟⲗⲟⲩⲗ
ⲥⲟⲩⲗⲱⲗ	VSTAT	ⲥⲟⲩⲟⲗⲟⲩⲗ
ⲥⲟⲩⲙⲁⲣⲉⲥ	N	ⲥⲟⲩⲙⲁⲣⲉⲥ
ⲥⲟⲩⲙⲏⲧ	NUM	ⲥⲟⲩⲙⲏⲧ
ⲥⲟⲩⲙⲏⲧ	NUM	ⲥⲟⲩⲙⲏⲧ
ⲥⲟⲩⲙⲛϯⲟⲩ	NUM	ⲥⲟⲩⲙⲛϯⲟⲩ
ⲥⲟⲩⲙⲛⲧϣⲙⲟⲩⲛ	NUM	ⲥⲟⲩⲙⲛⲧϣⲙⲟⲩⲛ
ⲥⲟⲩⲙⲛⲧϣⲟⲙⲧ	NUM	ⲥⲟⲩⲙⲛⲧϣⲟⲙⲧ
ⲥⲟⲩⲙⲛⲧϯⲟⲩ	NUM	ⲥⲟⲩⲙⲛⲧϯⲟⲩ
ⲥⲟⲩⲙⲛⲧⲁϥⲧⲉ	NUM	ⲥⲟⲩⲙⲛⲧⲁϥⲧⲉ
ⲥⲟⲩⲙⲛⲧⲁⲥⲉ	NUM	ⲥⲟⲩⲙⲛⲧⲁⲥⲉ
ⲥⲟⲩⲙⲛⲧⲁⲥⲥⲉ	NUM	ⲥⲟⲩⲙⲛⲧⲁⲥⲥⲉ
ⲥⲟⲩⲙⲛⲧⲟⲩⲉ	NUM	ⲥⲟⲩⲙⲛⲧⲟⲩⲉ
ⲥⲟⲩⲙⲛⲧⲥⲁϣϥ	NUM	ⲥⲟⲩⲙⲛⲧⲥⲁϣϥ
ⲥⲟⲩⲙⲛⲧⲥⲛⲟⲟⲩⲥ	NUM	ⲥⲟⲩⲙⲛⲧⲥⲛⲟⲟⲩⲥ
ⲥⲟⲩⲙⲛⲧⲥⲟⲟⲩ	NUM	ⲥⲟⲩⲙⲛⲧⲥⲟⲟⲩ
ⲥⲟⲩⲙⲛⲧⲧⲁⲥⲉ	NUM	ⲥⲟⲩⲙⲛⲧⲧⲁⲥⲉ
